ID,Video URL,Video Title,Video Author,Video Publish Date,Duration,Tags
ZpnnXMdvpMA,https://www.youtube.com/watch?v=ZpnnXMdvpMA,Why Everyone Is An Idiot,OffendingEverybody,"February 10, 2024",0:05:05,stupid people   why people are stupid   people doing stupid things   dumb people   stupidest things humans have done   idiots   your an idiot   idiot proof   iq test   idiot compliation   everyone's an idiot   h
